id,FULL_NAME,REGION,CITY,DISTRICT,LOCALITY,CLASS_OF_ROAD,ROAD_CATEGORY,LENGTH_POPIKETNO,ROADWAY_WIDTH,RANKS,COATING,COST,TRAFFIC_INTENSITY,TOP_SPEED,THROUGHPUT,ROAD_PART,CORE_NETWORK,VALUE_OF_THE_ROAD,DATA_CONFIRMATION,CONFIRM_USER,PLANNING_STRUCTURE,CATEGORY_SNIP,EMERGENCY_SECTION,ROAD_PART_OVERLOADED,CRITERION,DATA_EXPL,SQUARE,LOCATION_START,INTERNATIONAL,IDENTIFICATION_NUMBER_SECTION,NORM_PERCENTAGE,TIME_CONFIRMATION,SUBGRADE_WIDTH,HUMIDIFICATION_COND,OSTATOK,IS_CHECKED,UCHET_NUMBER,CLIMATIC_ZONE,BALANCE_STOIM,INTRACITY_TERRITORY,MESSAGE,geometry
200040141,Подъезд к скотомогильику (0+000 - 1+500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200040190,ул Ежкова (0+000 - 1+500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200040252,пер Крайний (0+000 - 0+140),,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,3.0,,,
200040273,ул Дружбы (0+000 - 0+150),,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,293640.0,,,
200040296,Цветовка - Преображеновка (0+000 - 3+000),,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,2059.0,,,
200040335,ул Зеленая (0+000 - 1+191),,,,,,,,,,,,,,,,,,,,,,,,,,6550.5,,,,,,,,,,,,1.0,,,
200040418,ул Комсомольская (0+000 - 3+000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200040449,пер Север-Восточный (0+000 - 0+430),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200040932,Подъезд к ул. Заречной,Еврейская автономная область,,р-н Смидовичский,п Смидович,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.500,,2,Грунтовые,,60.0,,100,,,автомобильная дорога местного значения,07.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,3.48,0+000,,99 230 551 ОП МП 030,,14:20:28,,тип 2,,1,№30,II,5.5,,,"LINESTRING (14895128.448333677 6208493.343341342, 14894923.023820162 6209439.251566371, 14894942.133077232 6209764.108936583, 14894794.03633493 6210423.378305542)"
200040911,пер Шевченко (0+000 - 1+300),,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,0.001,,,
200040933,Подъезд к кладбищу,Еврейская автономная область,,р-н Смидовичский,п Смидович,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,1.40,,2,Грунтовые,,30.0,60,60,,,автомобильная дорога местного значения,05.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,13.2,0+000,,99 230 551 ОП МП 003,,15:53:04,,тип 2,,1,№ 3,II,15.4,,,"LINESTRING (14890996.352510499 6205679.505237585, 14891130.117309997 6207399.338374001)"
200040934,"ул.Заречная, подъезд к водозабору",Еврейская автономная область,,р-н Смидовичский,п Смидович,Обычная автомобильная дорога (нескоростная автомобильная дорога),"IV, V",1.3,,2,"Асфальтобетонные, Грунтовые",,100.0,60,100,,,автомобильная дорога местного значения,20.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,3.48,0+000,,99 230 551 ОП МП 030,,15:32:11,,тип 2,,1,№30,II,14.3,,,"LINESTRING (14894655.775239663 6211001.4333319515, 14894813.426610501 6210237.063049099, 14894899.418267323 6209773.663565121, 14894885.086324519 6209520.465908926, 14894980.632609876 6209071.39836775)"
200040936,"Подъезд к животноводческому комплексу ""Лукьяненко""",Еврейская автономная область,,р-н Смидовичский,с Песчаное,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.60,,2,Грунтовые,,40.0,60,200,,,автомобильная дорога местного значения,07.08.2024,Осипова Ирина Степановна,,,,,,30.12.2005,3.6,0+000,,99 230 551 ОП МП 056,,12:01:22,,тип 2,,1,№56,II,6.6,,,"LINESTRING (14901057.376358526 6209069.009710627, 14901224.5823579 6208908.969682654, 14901215.027729364 6208849.2532543065, 14901286.687443381 6208729.820397611)"
200040940,"Подъезд к животноводческому комплексу ""Лукьяненко""",Еврейская автономная область,,р-н Смидовичский,с Белгородское,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.80,,2,Грунтовые,,100.0,60,100,,,автомобильная дорога местного значения,07.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,6.0,0+000,,99 230 551 ОП МП 072,,12:52:07,,тип 2,,1,№72,II,8.8,,,"LINESTRING (14886238.147499783 6205849.0998940775, 14886223.81555698 6205958.978122237, 14886247.70212832 6206052.13575046, 14886161.710471498 6206111.852178807, 14886133.046585891 6206128.572778746, 14886488.956498845 6206570.474348519)"
200040931,Смидович-Песчаное,Еврейская автономная область,,р-н Смидовичский,п Смидович,Скоростная автомобильная дорога,"III, IV",8.241,,2,Асфальтобетонные,,1000.0,90,1000,,,автомобильная дорога местного значения,07.08.2024,Осипова Ирина Степановна,,,,,,30.12.2005,49.44,0+000,,99 230 551 ОП МП 001,,17:06:21,,тип 2,,1,№1,II,90.65,,,"MULTILINESTRING ((14899824.829277432 6207700.30917287, 14899791.388077587 6207561.767059111, 14899865.436448738 6207342.010602791, 14899863.047791604 6207143.752060676, 14899824.829277461 6207062.537718123), (14901109.926815482 6209553.90710879, 14901064.542329937 6209107.228224749, 14900073.249619365 6207977.393400408, 14899824.829277432 6207700.30917287))"
200040943,Грунтовая дорога на ул.Заречную с ул.Шоссейной,Еврейская автономная область,,р-н Смидовичский,ст Оль,Обычная автомобильная дорога (нескоростная автомобильная дорога),IV,0.5,,2,Грунтовые,,40.0,40,40,,,автомобильная дорога местного значения,06.08.2024,Осипова Ирина Степановна,,,,,,30.12.2005,0.5,0+000,,99 230 551 ОП МП 077,,10:30:25,,тип 2,,1,№77,II,5.5,,,"MULTILINESTRING ((14874189.76091627 6206373.410134988, 14874176.623302033 6206620.6361483475), (14874187.37225914 6206396.10237776, 14874186.17793057 6206393.713720626))"
200040944,Грунтовая дорога на песчаный карьер,Еврейская автономная область,,р-н Смидовичский,с Аур,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,1.5,,2,Грунтовые,,60.0,60,60,,,автомобильная дорога местного значения,05.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,3.0,0+000,,99 230 551 ОП МР 083,,15:55:47,,тип 2,,1,№83,II,29.700,,,"MULTILINESTRING ((14853781.074364154 6212214.871155965, 14854287.469676541 6212673.493325673), (14854287.469676541 6212673.493325673, 14854048.60396316 6212960.13218173))"
200040935,Подъезд к Урминской осушительной системе,Еврейская автономная область,,р-н Смидовичский,с Песчаное,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,2.00,,2,Грунтовые,,60.0,60,60,,,автомобильная дорога местного значения,20.08.2024,Осипова Ирина Степановна,,Местные дороги,,,,30.12.2005,3.6,0+000,,99 230 551 ОП МП 055,,17:30:27,,тип 2,,1,№55,II,22.0,,,"LINESTRING (14933808.25432159 6209264.879595606, 14933755.703864643 6209482.247394792, 14933755.703864643 6209630.344137095, 14933793.922378786 6209752.165650924, 14933848.861492867 6209881.153136156, 14933896.634635545 6209995.808678583, 14933870.359407071 6210060.302421199, 14933844.084178599 6210146.294078019, 14933856.027464269 6210265.726934715)"
